Unique_client_ID,y_proba,Race/Ethnicity,SPA,Gender,Age_group_at_assessment,Intervention,InterventionYear,AssessmentYear,TOTAL_SCORE,HISTORY_SUB_SCORE,RISKS_SUB_SCORE,SOCIALIZATION_SUB_SCORE,WELLNESS_SUB_SCORE
135885,0.184154282,White,2,Female,45-59,Exited to a place not meant for habitation,2021,2020,8,2,1,3,2
135893,0.842848551,Black,4,Male,25-44,Permanently Housed,2022,2020,2,0,0,2,0
135900,0.046603186,Latino,1,Male,25-44,Exited to an other or unknown destination,2021,2020,13,2,3,3,5
135908,0.08063849,Latino,4,Male,25-44,Exited to a place not meant for habitation,2021,2020,10,2,3,2,3
135951,0.082220205,Latino,2,Female,60+,Permanently Housed,2022,2022,12,2,3,3,3
135955,0.835029235,Latino,4,Female,60+,"Currently active in ""Services Only"" program",,2021,4,0,0,1,2
135959,0.389888483,Latino,1,Female,45-59,"Currently active in ""Services Only"" program",,2020,8,1,1,3,3
135975,0.76793674,Black,6,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",2021,2020,6,0,1,4,1
135997,0.576166253,Latino,8,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,4,1,1,1,1
136016,0.073159553,Latino,4,Male,60+,"Currently active in ""Street Outreach"" program",,2020,12,2,3,3,3
136025,0.189010185,Black,6,Female,45-59,Exited to an other or unknown destination,2022,2020,9,2,1,4,2
136027,0.728783457,Black,4,Male,45-59,"Currently active in ""Services Only"" program",,2020,3,1,1,0,1
136030,0.035102414,Asian,4,Male,45-59,"Currently active in ""Services Only"" program",,2020,16,2,4,4,6
136041,0.156533585,Black,6,Female,25-44,Permanently Housed,,2020,8,2,1,4,1
136042,0.044854066,Black,8,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2019,2019,14,2,4,4,4
136043,0.380069639,Black,4,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2021,2020,10,1,2,2,4
136047,0.431697423,Black,5,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",,2022,4,2,0,2,0
136058,0.054953279,White,8,Female,25-44,Exited to an other or unknown destination,2021,2020,12,2,3,4,3
136061,0.676082827,Black,4,Male,25-44,Exited to an other or unknown destination,2021,2020,2,1,0,1,0
136062,0.40307304,Black,4,Male,25-44,"Currently active in ""Services Only"" program",,2020,7,1,2,2,2
136063,0.190132658,Latino,2,Male,25-44,Exited to an other or unknown destination,2020,2020,6,2,1,1,2
136068,0.182393895,Latino,6,Female,25-44,Permanently Housed,,2020,6,2,0,3,1
136070,0.54465121,Latino,2,Male,45-59,Exited to an other or unknown destination,2021,2021,4,1,2,1,0
136076,0.279812821,Black,4,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2020,5,2,0,2,1
136083,0.375974177,White,8,Female,60+,"Matched to Permanent Housing, Not Yet Housed",2021,2020,5,2,0,0,2
136096,0.589050759,Latino,2,Male,25-44,Exited to a place not meant for habitation,2021,2020,3,1,0,0,2
136105,0.466814755,Black,8,Male,45-59,Exited to a place not meant for habitation,2021,2020,3,2,0,1,0
136135,0.419960725,Latino,2,Male,60+,"Currently active in ""Services Only"" program",,2021,6,1,1,3,0
136141,0.069549516,Latino,6,Male,25-44,"Currently active in ""Street Outreach"" program",,2020,12,2,2,2,6
136142,0.467123257,Latino,4,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",,2022,6,1,1,3,1
136149,0.376441219,Black,6,Male,25-44,Exited to an other or unknown destination,2022,2022,3,2,0,1,0
136162,0.066447986,Black,5,Male,25-44,"Currently active in ""Services Only"" program",,2021,12,2,3,4,3
136191,0.204035114,Black,8,Male,25-44,Exited to a place not meant for habitation,2022,2021,7,2,1,2,2
136193,0.725337019,Black,4,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2022,4,1,1,0,2
136196,0.093874773,Latino,2,Male,60+,Exited to a place not meant for habitation,2022,2021,11,2,2,3,3
136199,0.132828313,Latino,7,Male,60+,"Currently active in ""PH - Rapid Re-Housing"" program",,2021,9,2,0,4,2
136200,0.068055095,White,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,13,2,3,4,4
136202,0.06619779,Latino,6,Male,45-59,Exited to an other or unknown destination,2022,2022,13,2,3,3,5
136203,0.053433037,Latino,4,Male,25-44,Deceased,2021,2020,12,2,3,3,4
136215,0.70046434,Latino,3,Female,45-59,Exited to an other or unknown destination,2021,2020,2,1,0,1,0
136220,0.934358835,Black,4,Female,18-24,Exited to a temporary destination,2020,2020,1,0,0,0,1
136229,0.437142432,Latino,4,Male,45-59,Exited to an other or unknown destination,2021,2020,7,1,2,1,3
136236,0.150064415,Black,5,Male,45-59,Permanently Housed,,2021,15,1,4,4,6
136238,0.67226786,Black,2,Female,25-44,Permanently Housed,2022,2020,3,1,0,1,1
136240,0.393365251,Latino,6,Male,60+,"Currently active in ""Services Only"" program",,2020,8,1,2,1,3
136243,0.186337689,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2021,6,2,0,2,2
136245,0.11895094,Latino,3,Male,60+,Permanently Housed,,2020,15,1,4,3,6
136246,0.779797942,White,1,Female,45-59,Permanently Housed,,2021,5,0,0,3,2
136249,0.224067803,Black,3,Male,18-24,Exited to an other or unknown destination,2021,2020,7,2,2,3,0
136254,0.729868825,White,3,Male,45-59,Permanently Housed,,2020,6,0,0,3,3
136259,0.551623667,Latino,8,Male,25-44,Exited to an other or unknown destination,2021,2020,3,1,0,1,1
136261,0.096750367,White,5,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,9,2,3,2,2
136263,0.439710837,Latino,6,Male,25-44,Exited to a temporary destination,2022,2022,4,1,0,3,0
136269,0.12533561,Latino,4,Male,45-59,Exited to an other or unknown destination,2021,2020,9,2,2,3,2
136279,0.256184637,Black,6,Female,25-44,"Currently active in ""Coordinated Entry"" program",,2022,6,2,2,1,1
136286,0.074231839,Black,3,Male,18-24,Permanently Housed,,2020,12,2,4,5,1
136298,0.029774542,Latino,3,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",2021,2021,16,2,4,5,5
136301,0.259066587,Black,3,Male,60+,Exited to a temporary destination,2020,2020,7,2,0,3,1
136305,0.720361434,Black,8,Female,45-59,Exited to an other or unknown destination,2021,2020,4,1,0,1,2
136309,0.063450148,Latino,2,Male,60+,Exited to an other or unknown destination,2020,2020,12,2,3,4,2
136314,0.065378711,Black,2,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2020,13,2,3,4,4
136315,0.412754646,Latino,8,Male,25-44,Exited to a place not meant for habitation,2021,2020,6,1,1,1,3
136331,0.056331354,White,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,12,2,3,3,4
136340,0.057980579,Black,8,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,13,2,4,4,3
136341,0.688570696,Black,4,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2020,4,1,0,2,1
136343,0.881461471,Black,4,Female,60+,Exited to an other or unknown destination,2021,2020,4,0,0,1,2
136361,0.08297076,White,5,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2020,10,2,2,3,3
136363,0.10547564,White,1,Male,18-24,Permanently Housed,,2020,12,2,2,2,6
136367,0.139196291,Latino,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,14,1,4,3,6
136382,0.302929571,Black,3,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2020,9,1,2,3,3
136386,0.076480334,Black,2,Female,25-44,Permanently Housed,,2021,12,2,4,3,3
136393,0.103929013,Latino,5,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2021,2020,10,2,3,1,4
136395,0.1311022,Latino,4,Female,25-44,"Currently active in ""Emergency Shelter"" program",,2022,8,2,2,2,2
136407,0.116428966,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2020,7,2,2,3,0
136412,0.023407927,Latino,3,Male,25-44,Exited to an other or unknown destination,2021,2020,16,2,4,4,6
136430,0.561129562,Latino,8,Male,60+,Exited to a place not meant for habitation,2021,2020,4,1,0,2,0
136436,0.028204321,Latino,4,Male,60+,Exited to a place not meant for habitation,2022,2022,17,2,4,4,6
136440,0.134118871,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2020,8,2,2,1,3
136456,0.570569657,Latino,7,Female,18-24,Exited to a temporary destination,2021,2020,4,1,0,3,0
136463,0.090888914,White,8,Male,45-59,Exited to an other or unknown destination,2022,2021,11,2,3,3,3
136465,0.06732089,White,4,Female,60+,Exited to an other or unknown destination,2022,2022,13,2,4,3,3
136472,0.675626449,Latino,7,Female,18-24,Exited to a temporary destination,2022,2022,3,1,0,1,1
136480,0.085967002,Latino,2,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2020,15,1,4,4,6
136489,0.459358636,Black,6,Female,18-24,Permanently Housed,2021,2020,8,1,2,3,2
136499,0.066999692,Black,1,Male,25-44,Exited to an other or unknown destination,2020,2020,13,2,3,3,5
136509,0.08063849,Latino,7,Male,25-44,Exited to a place not meant for habitation,2021,2021,10,2,3,2,3
136513,0.842312642,Latino,2,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2020,3,0,0,1,2
136514,0.809650685,Latino,1,Male,25-44,Exited to a temporary destination,2020,2020,2,0,0,1,1
136515,0.047318218,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2020,12,2,4,3,3
136516,0.053579955,White,3,Male,45-59,Exited to an other or unknown destination,2020,2020,13,2,4,4,3
136519,0.376272753,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2020,6,1,1,2,2
136525,0.131799588,Asian,3,Male,18-24,Exited to an other or unknown destination,2021,2020,10,2,1,3,4
136532,0.542926994,Asian,5,Male,60+,"Currently active in ""Services Only"" program",,2021,5,1,1,1,1
136536,0.096495294,Asian,4,Female,25-44,Exited to an other or unknown destination,2022,2022,10,2,4,1,3
136538,0.600397771,Black,6,Male,25-44,Exited to a place not meant for habitation,2021,2020,8,0,2,3,3
136541,0.441551741,Latino,7,Female,25-44,Permanently Housed,2022,2022,5,1,1,2,1
136557,0.153684816,White,1,Male,25-44,Permanently Housed,2022,2020,11,1,4,3,3
136559,0.746486643,Black,6,Male,60+,Permanently Housed,2022,2021,3,1,0,0,1
136563,0.05978688,Asian,8,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2021,2020,13,2,4,4,3
136567,0.249060188,Latino,5,Female,45-59,Exited to an other or unknown destination,2021,2021,6,2,1,2,1
136571,0.694582237,Black,6,Female,18-24,Permanently Housed,2021,2021,4,1,0,2,1
136579,0.249320393,Latino,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2021,2021,6,2,0,2,2
136583,0.460460084,Latino,,Male,45-59,Exited to an other or unknown destination,2022,2022,6,1,0,3,2
136602,0.327616283,Black,8,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,6,2,1,2,1
136616,0.049905965,Black,5,Male,18-24,Exited to an other or unknown destination,2022,2021,16,2,4,4,6
136620,0.137772217,Black,4,Male,25-44,Exited to an other or unknown destination,2021,2020,14,1,3,4,6
136621,0.080468235,Latino,4,Male,60+,"Currently active in ""Coordinated Entry"" program",,2020,12,2,1,4,4
136624,0.061619558,Black,5,Male,60+,"Currently active in ""Street Outreach"" program",,2021,14,2,4,4,3
136653,0.541517462,Latino,5,Male,18-24,Exited to an other or unknown destination,2021,2020,5,1,0,2,2
136658,0.589752825,White,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2022,4,1,1,1,1
136661,0.637758998,Black,6,Female,25-44,"Currently active in ""Coordinated Entry"" program",,2020,3,1,0,2,0
136663,0.075671372,Latino,4,Male,45-59,Exited to an other or unknown destination,2022,2020,12,2,3,3,4
136675,0.40307304,Black,2,Male,25-44,Permanently Housed,2021,2020,7,1,2,2,2
136683,0.154440047,Black,6,Female,18-24,Permanently Housed,,2021,10,2,2,4,2
136703,0.796918184,Latino,2,Male,60+,Exited to an other or unknown destination,2021,2020,4,0,1,1,1
136711,0.075671372,Latino,3,Male,45-59,Exited to an other or unknown destination,2020,2020,12,2,3,3,4
136715,0.537374662,Black,6,Female,25-44,Exited to an other or unknown destination,2021,2020,5,1,1,2,1
136725,0.469848107,Black,6,Male,25-44,Exited to a temporary destination,2021,2020,6,1,1,2,2
136727,0.071749358,Black,6,Female,45-59,"Currently active in ""Services Only"" program",,2020,14,2,4,4,4
136734,0.604230751,Black,2,Male,18-24,Exited to an institutional destination,2022,2020,5,1,1,2,1
136746,0.067749711,Latino,5,Male,45-59,Exited to an other or unknown destination,2022,2021,13,2,4,2,5
136754,0.038718423,Latino,3,Male,18-24,Permanently Housed,,2020,15,2,3,5,5
136761,0.045235169,Black,4,Male,25-44,Exited to a place not meant for habitation,2022,2021,15,2,4,3,6
136762,0.590813458,Black,8,Male,60+,Exited to a temporary destination,2021,2020,6,1,1,1,2
136777,0.224067803,Black,4,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",,2020,7,2,2,3,0
136779,0.199694005,Latino,6,Female,25-44,Permanently Housed,,2020,10,1,2,4,3
136780,0.141442197,Black,6,Female,25-44,"Currently active in ""PH - Rapid Re-Housing"" program",,2020,9,2,2,3,2
136783,0.59680392,Black,6,Male,60+,"Currently active in ""Emergency Shelter"" program",,2021,6,1,2,0,2
136787,0.114226911,White,7,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,11,2,2,3,4
136792,0.481316023,Black,6,Female,60+,"Matched to Permanent Housing, Not Yet Housed",,2021,8,1,2,2,2
136793,0.036382714,White,4,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,15,2,3,4,6
136797,0.253734218,Latino,7,Female,45-59,Exited to an other or unknown destination,2022,2021,6,2,2,1,1
136802,0.088510613,Latino,6,Female,25-44,Permanently Housed,,2020,10,2,2,3,3
136819,0.311460855,Latino,3,Male,25-44,Exited to a place not meant for habitation,2021,2020,8,1,1,2,4
136820,0.10614588,White,5,Male,25-44,Exited to an other or unknown destination,2022,2021,9,2,1,3,3
136822,0.167708143,Latino,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2022,6,2,1,2,1
136831,0.138622863,Black,2,Male,18-24,"Currently active in ""Street Outreach"" program",,2020,10,2,2,4,2
136835,0.485124502,Latino,7,Female,60+,"Matched to Permanent Housing, Not Yet Housed",,2020,7,1,0,2,3
136838,0.376272753,Latino,7,Male,25-44,Exited to an other or unknown destination,2022,2021,6,1,1,2,2
136844,0.033593577,Latino,2,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,16,2,4,4,6
136845,0.848459048,White,6,Male,45-59,Exited to a temporary destination,2021,2020,2,0,0,2,0
136847,0.221827243,Latino,3,Male,45-59,Exited to an other or unknown destination,2021,2020,6,2,0,3,1
136852,0.314902856,Latino,4,Male,18-24,"Currently active in ""Day Shelter"" program",,2020,5,2,0,1,2
136855,0.55200788,Black,6,Female,45-59,"Currently active in ""Coordinated Entry"" program",,2021,7,1,0,3,3
136861,0.13568376,Black,4,Male,18-24,Assessed Only,,2020,10,2,1,5,2
136866,0.529411318,White,4,Female,25-44,Permanently Housed,2021,2021,4,1,1,1,1
136878,0.6756209,Latino,8,Female,25-44,Permanently Housed,2021,2020,5,0,2,2,1
136890,0.721514833,Black,6,Male,60+,Permanently Housed,2021,2020,3,1,1,0,0
136895,0.023407927,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2021,16,2,4,4,6
136897,0.03545607,White,4,Male,45-59,Deceased,2021,2021,16,2,4,4,6
136903,0.512201784,White,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2020,6,1,1,2,2
136909,0.203809339,Black,4,Female,25-44,Exited to an other or unknown destination,2021,2021,7,2,2,2,1
136917,0.327077487,White,2,Male,25-44,"Currently active in ""Day Shelter"" program",,2020,7,1,2,2,2
136919,0.448028503,Latino,2,Male,25-44,Permanently Housed,2021,2020,5,1,1,1,2
136925,0.023407927,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2021,16,2,4,4,6
136926,0.124575667,Asian,4,Male,60+,Permanently Housed,2021,2020,10,2,1,3,3
136928,0.796332239,Black,6,Male,45-59,"Currently active in ""Services Only"" program",,2020,5,0,2,2,1
136934,0.054953279,White,2,Female,25-44,Exited to an other or unknown destination,2021,2021,12,2,3,4,3
136939,0.383841173,Black,6,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2022,2022,9,1,3,2,2
136944,0.042786075,White,2,Female,25-44,Exited to an other or unknown destination,2020,2020,14,2,4,3,5
136968,0.089464029,White,4,Female,45-59,Exited to an other or unknown destination,2022,2020,12,2,3,3,4
136969,0.36614075,Black,6,Male,45-59,Permanently Housed,,2022,5,2,1,1,1
136976,0.221062739,Black,4,Female,18-24,Exited to a temporary destination,2021,2020,8,2,2,3,1
136999,0.137601022,White,8,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2021,2021,8,2,2,2,2
137001,0.146917697,White,8,Male,45-59,"Currently active in ""Services Only"" program",,2020,9,2,1,3,3
137005,0.404611809,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2021,5,1,0,3,1
137007,0.046025646,White,4,Male,45-59,Permanently Housed,,2021,15,2,3,4,6
137009,0.034014907,Black,4,Male,25-44,"Currently active in ""Emergency Shelter"" program",,2022,16,2,4,4,6
137018,0.721514833,Black,8,Male,60+,Permanently Housed,2021,2020,3,1,1,0,0
137032,0.028438635,White,5,Male,25-44,Exited to a place not meant for habitation,2022,2020,15,2,4,4,5
137035,0.339883102,White,5,Female,45-59,Exited to a temporary destination,2021,2021,9,1,2,3,3
137040,0.048753875,Latino,4,Male,60+,"Currently active in ""Emergency Shelter"" program",,2021,15,2,3,3,6
137046,0.551279656,Latino,4,Female,25-44,Exited to an other or unknown destination,2021,2020,3,1,1,1,0
137047,0.034014907,Black,4,Male,25-44,Exited to an other or unknown destination,2020,2020,16,2,4,4,6
137049,0.033657174,Latino,4,Female,18-24,Exited to an other or unknown destination,2021,2020,16,2,4,5,5
137051,0.065142422,Asian,4,Female,60+,Permanently Housed,,2020,13,2,3,4,3
137056,0.316239914,White,2,Male,25-44,Exited to a place not meant for habitation,2021,2020,7,1,0,4,2
137061,0.70995282,White,8,Male,60+,Permanently Housed,2021,2020,2,1,0,0,0
137066,0.280252998,White,1,Male,45-59,Exited to an other or unknown destination,2021,2021,9,1,2,4,2
137078,0.024720153,White,4,Male,25-44,Exited to a place not meant for habitation,2022,2022,16,2,4,4,6
137080,0.134842362,White,6,Male,25-44,Permanently Housed,,2020,8,2,0,3,3
137089,0.551623667,Latino,4,Male,25-44,Permanently Housed,2021,2020,3,1,0,1,1
137090,0.073857198,Latino,2,Female,45-59,Exited to a place not meant for habitation,2022,2021,12,2,3,4,3
137102,0.273410558,White,4,Male,25-44,Exited to an other or unknown destination,2022,2021,4,2,0,1,1
137107,0.064594867,Latino,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,13,2,3,4,4
137109,0.477633392,Latino,3,Male,25-44,"Currently active in ""Services Only"" program",,2021,4,1,0,2,1
137112,0.88856422,Black,4,Male,45-59,Permanently Housed,2021,2020,2,0,1,1,0
137113,0.353512724,Black,3,Female,18-24,Exited to a temporary destination,2021,2020,10,1,2,4,3
137116,0.783668745,Black,7,Female,18-24,Permanently Housed,,2021,2,1,1,0,0
137131,0.308199637,Black,5,Male,25-44,Permanently Housed,2022,2021,9,1,3,2,3
